Quarter,Country,Industry,Value,Variable
2020.25,Spain,"Agriculture, forestry and fishing",101.053,GVA
2020.5,Spain,"Agriculture, forestry and fishing",99.361,GVA
2020.75,Spain,"Agriculture, forestry and fishing",104.156,GVA
2021.0,Spain,"Agriculture, forestry and fishing",105.429,GVA
2021.25,Spain,"Agriculture, forestry and fishing",109.054,GVA
2021.5,Spain,"Agriculture, forestry and fishing",108.939,GVA
2021.75,Spain,"Agriculture, forestry and fishing",104.754,GVA
2022.0,Spain,"Agriculture, forestry and fishing",92.848,GVA
2022.25,Spain,"Agriculture, forestry and fishing",85.483,GVA
2022.5,Spain,"Agriculture, forestry and fishing",79.491,GVA
2022.75,Spain,"Agriculture, forestry and fishing",83.574,GVA
2023.0,Spain,"Agriculture, forestry and fishing",89.172,GVA
2023.25,Spain,"Agriculture, forestry and fishing",90.723,GVA
2023.5,Spain,"Agriculture, forestry and fishing",89.451,GVA
2023.75,Spain,"Agriculture, forestry and fishing",94.082,GVA
2024.0,Spain,"Agriculture, forestry and fishing",99.577,GVA
2024.25,Spain,"Agriculture, forestry and fishing",97.491,GVA
2024.5,Spain,"Agriculture, forestry and fishing",98.916,GVA
2024.75,Spain,"Agriculture, forestry and fishing",98.216,GVA
1997.0,European Union,"Agriculture, forestry and fishing",89.062,GVA
1997.25,European Union,"Agriculture, forestry and fishing",88.704,GVA
1997.5,European Union,"Agriculture, forestry and fishing",88.525,GVA
1997.75,European Union,"Agriculture, forestry and fishing",90.011,GVA
1998.0,European Union,"Agriculture, forestry and fishing",89.022,GVA
1998.25,European Union,"Agriculture, forestry and fishing",89.365,GVA
1998.5,European Union,"Agriculture, forestry and fishing",89.872,GVA
1998.75,European Union,"Agriculture, forestry and fishing",89.445,GVA
1999.0,European Union,"Agriculture, forestry and fishing",90.721,GVA
1999.25,European Union,"Agriculture, forestry and fishing",91.431,GVA
1999.5,European Union,"Agriculture, forestry and fishing",92.688,GVA
1999.75,European Union,"Agriculture, forestry and fishing",93.24,GVA
2000.0,European Union,"Agriculture, forestry and fishing",93.601,GVA
2000.25,European Union,"Agriculture, forestry and fishing",93.378,GVA
2000.5,European Union,"Agriculture, forestry and fishing",92.426,GVA
2000.75,European Union,"Agriculture, forestry and fishing",90.93,GVA
2001.0,European Union,"Agriculture, forestry and fishing",90.719,GVA
2001.25,European Union,"Agriculture, forestry and fishing",90.569,GVA
2001.5,European Union,"Agriculture, forestry and fishing",91.738,GVA
2001.75,European Union,"Agriculture, forestry and fishing",93.284,GVA
2002.0,European Union,"Agriculture, forestry and fishing",92.279,GVA
2002.25,European Union,"Agriculture, forestry and fishing",92.365,GVA
2002.5,European Union,"Agriculture, forestry and fishing",92.246,GVA
2002.75,European Union,"Agriculture, forestry and fishing",90.913,GVA
2003.0,European Union,"Agriculture, forestry and fishing",89.455,GVA
2003.25,European Union,"Agriculture, forestry and fishing",88.377,GVA
2003.5,European Union,"Agriculture, forestry and fishing",87.9,GVA
2003.75,European Union,"Agriculture, forestry and fishing",90.701,GVA
2004.0,European Union,"Agriculture, forestry and fishing",96.973,GVA
2004.25,European Union,"Agriculture, forestry and fishing",99.705,GVA
2004.5,European Union,"Agriculture, forestry and fishing",100.097,GVA
2004.75,European Union,"Agriculture, forestry and fishing",100.126,GVA
2005.0,European Union,"Agriculture, forestry and fishing",91.918,GVA
2005.25,European Union,"Agriculture, forestry and fishing",92.153,GVA
2005.5,European Union,"Agriculture, forestry and fishing",92.606,GVA
2005.75,European Union,"Agriculture, forestry and fishing",91.193,GVA
2006.0,European Union,"Agriculture, forestry and fishing",92.673,GVA
2006.25,European Union,"Agriculture, forestry and fishing",92.392,GVA
2006.5,European Union,"Agriculture, forestry and fishing",92.02,GVA
2006.75,European Union,"Agriculture, forestry and fishing",90.808,GVA
2007.0,European Union,"Agriculture, forestry and fishing",93.237,GVA
2007.25,European Union,"Agriculture, forestry and fishing",92.336,GVA
2007.5,European Union,"Agriculture, forestry and fishing",90.608,GVA
2007.75,European Union,"Agriculture, forestry and fishing",90.609,GVA
2008.0,European Union,"Agriculture, forestry and fishing",95.119,GVA
2008.25,European Union,"Agriculture, forestry and fishing",94.768,GVA
2008.5,European Union,"Agriculture, forestry and fishing",95.657,GVA
2008.75,European Union,"Agriculture, forestry and fishing",96.42,GVA
2009.0,European Union,"Agriculture, forestry and fishing",94.835,GVA
2009.25,European Union,"Agriculture, forestry and fishing",95.877,GVA
2009.5,European Union,"Agriculture, forestry and fishing",96.567,GVA
2009.75,European Union,"Agriculture, forestry and fishing",96.983,GVA
2010.0,European Union,"Agriculture, forestry and fishing",94.098,GVA
2010.25,European Union,"Agriculture, forestry and fishing",94.606,GVA
2010.5,European Union,"Agriculture, forestry and fishing",94.321,GVA
2010.75,European Union,"Agriculture, forestry and fishing",95.013,GVA
2011.0,European Union,"Agriculture, forestry and fishing",97.114,GVA
2011.25,European Union,"Agriculture, forestry and fishing",98.136,GVA
2011.5,European Union,"Agriculture, forestry and fishing",98.308,GVA
2011.75,European Union,"Agriculture, forestry and fishing",98.168,GVA
2012.0,European Union,"Agriculture, forestry and fishing",94.207,GVA
2012.25,European Union,"Agriculture, forestry and fishing",92.958,GVA
2012.5,European Union,"Agriculture, forestry and fishing",91.843,GVA
2012.75,European Union,"Agriculture, forestry and fishing",91.5,GVA
2013.0,European Union,"Agriculture, forestry and fishing",93.602,GVA
2013.25,European Union,"Agriculture, forestry and fishing",95.161,GVA
2013.5,European Union,"Agriculture, forestry and fishing",95.689,GVA
2013.75,European Union,"Agriculture, forestry and fishing",97.616,GVA
2014.0,European Union,"Agriculture, forestry and fishing",99.533,GVA
2014.25,European Union,"Agriculture, forestry and fishing",100.653,GVA
2014.5,European Union,"Agriculture, forestry and fishing",102.923,GVA
2014.75,European Union,"Agriculture, forestry and fishing",102.496,GVA
2015.0,European Union,"Agriculture, forestry and fishing",100.41,GVA
2015.25,European Union,"Agriculture, forestry and fishing",99.759,GVA
2015.5,European Union,"Agriculture, forestry and fishing",100.383,GVA
2015.75,European Union,"Agriculture, forestry and fishing",101.121,GVA
2016.0,European Union,"Agriculture, forestry and fishing",100.383,GVA
2016.25,European Union,"Agriculture, forestry and fishing",100.27,GVA
2016.5,European Union,"Agriculture, forestry and fishing",99.56,GVA
2016.75,European Union,"Agriculture, forestry and fishing",98.209,GVA
2017.0,European Union,"Agriculture, forestry and fishing",100.473,GVA
2017.25,European Union,"Agriculture, forestry and fishing",101.259,GVA
2017.5,European Union,"Agriculture, forestry and fishing",102.084,GVA
2017.75,European Union,"Agriculture, forestry and fishing",102.252,GVA
2018.0,European Union,"Agriculture, forestry and fishing",100.756,GVA
2018.25,European Union,"Agriculture, forestry and fishing",101.052,GVA
2018.5,European Union,"Agriculture, forestry and fishing",100.391,GVA
2018.75,European Union,"Agriculture, forestry and fishing",101.276,GVA
2019.0,European Union,"Agriculture, forestry and fishing",102.073,GVA
2019.25,European Union,"Agriculture, forestry and fishing",102.241,GVA
2019.5,European Union,"Agriculture, forestry and fishing",102.428,GVA
2019.75,European Union,"Agriculture, forestry and fishing",101.978,GVA
2020.0,European Union,"Agriculture, forestry and fishing",100.361,GVA
2020.25,European Union,"Agriculture, forestry and fishing",99.525,GVA
2020.5,European Union,"Agriculture, forestry and fishing",99.388,GVA
2020.75,European Union,"Agriculture, forestry and fishing",100.726,GVA
2021.0,European Union,"Agriculture, forestry and fishing",102.079,GVA
2021.25,European Union,"Agriculture, forestry and fishing",102.479,GVA
2021.5,European Union,"Agriculture, forestry and fishing",102.509,GVA
2021.75,European Union,"Agriculture, forestry and fishing",101.396,GVA
2022.0,European Union,"Agriculture, forestry and fishing",100.754,GVA
2022.25,European Union,"Agriculture, forestry and fishing",99.594,GVA
2022.5,European Union,"Agriculture, forestry and fishing",99.856,GVA
2022.75,European Union,"Agriculture, forestry and fishing",99.67,GVA
2023.0,European Union,"Agriculture, forestry and fishing",101.358,GVA
2023.25,European Union,"Agriculture, forestry and fishing",102.168,GVA
2023.5,European Union,"Agriculture, forestry and fishing",102.599,GVA
2023.75,European Union,"Agriculture, forestry and fishing",101.908,GVA
2024.0,European Union,"Agriculture, forestry and fishing",102.333,GVA
2024.25,European Union,"Agriculture, forestry and fishing",100.751,GVA
2024.5,European Union,"Agriculture, forestry and fishing",99.23,GVA
2024.75,European Union,"Agriculture, forestry and fishing",100.115,GVA
1997.0,France,"Agriculture, forestry and fishing",91.368,GVA
1997.25,France,"Agriculture, forestry and fishing",90.974,GVA
1997.5,France,"Agriculture, forestry and fishing",91.189,GVA
1997.75,France,"Agriculture, forestry and fishing",91.359,GVA
1998.0,France,"Agriculture, forestry and fishing",92.426,GVA
1998.25,France,"Agriculture, forestry and fishing",93.298,GVA
1998.5,France,"Agriculture, forestry and fishing",94.477,GVA
1998.75,France,"Agriculture, forestry and fishing",96.141,GVA
1999.0,France,"Agriculture, forestry and fishing",97.675,GVA
1999.25,France,"Agriculture, forestry and fishing",98.474,GVA
1999.5,France,"Agriculture, forestry and fishing",99.47,GVA
1999.75,France,"Agriculture, forestry and fishing",99.843,GVA
2000.0,France,"Agriculture, forestry and fishing",100.051,GVA
2000.25,France,"Agriculture, forestry and fishing",99.347,GVA
2000.5,France,"Agriculture, forestry and fishing",98.453,GVA
2000.75,France,"Agriculture, forestry and fishing",96.349,GVA
2001.0,France,"Agriculture, forestry and fishing",94.28,GVA
2001.25,France,"Agriculture, forestry and fishing",94.815,GVA
2001.5,France,"Agriculture, forestry and fishing",96.092,GVA
2001.75,France,"Agriculture, forestry and fishing",99.003,GVA
2002.0,France,"Agriculture, forestry and fishing",102.846,GVA
2002.25,France,"Agriculture, forestry and fishing",104.151,GVA
2002.5,France,"Agriculture, forestry and fishing",101.919,GVA
2002.75,France,"Agriculture, forestry and fishing",95.771,GVA
2003.0,France,"Agriculture, forestry and fishing",86.95,GVA
2003.25,France,"Agriculture, forestry and fishing",83.14,GVA
2003.5,France,"Agriculture, forestry and fishing",83.437,GVA
2003.75,France,"Agriculture, forestry and fishing",88.842,GVA
2004.0,France,"Agriculture, forestry and fishing",97.601,GVA
2004.25,France,"Agriculture, forestry and fishing",104.281,GVA
2004.5,France,"Agriculture, forestry and fishing",107.326,GVA
2004.75,France,"Agriculture, forestry and fishing",106.064,GVA
2005.0,France,"Agriculture, forestry and fishing",101.516,GVA
2005.25,France,"Agriculture, forestry and fishing",97.758,GVA
2005.5,France,"Agriculture, forestry and fishing",96.226,GVA
2005.75,France,"Agriculture, forestry and fishing",96.267,GVA
2006.0,France,"Agriculture, forestry and fishing",97.432,GVA
2006.25,France,"Agriculture, forestry and fishing",98.219,GVA
2006.5,France,"Agriculture, forestry and fishing",99.378,GVA
2006.75,France,"Agriculture, forestry and fishing",99.197,GVA
2007.0,France,"Agriculture, forestry and fishing",98.129,GVA
2007.25,France,"Agriculture, forestry and fishing",97.54,GVA
2007.5,France,"Agriculture, forestry and fishing",97.391,GVA
2007.75,France,"Agriculture, forestry and fishing",98.225,GVA
2008.0,France,"Agriculture, forestry and fishing",99.937,GVA
2008.25,France,"Agriculture, forestry and fishing",100.561,GVA
2008.5,France,"Agriculture, forestry and fishing",102.345,GVA
2008.75,France,"Agriculture, forestry and fishing",104.462,GVA
2009.0,France,"Agriculture, forestry and fishing",107.263,GVA
2009.25,France,"Agriculture, forestry and fishing",108.951,GVA
2009.5,France,"Agriculture, forestry and fishing",108.935,GVA
2009.75,France,"Agriculture, forestry and fishing",107.537,GVA
2010.0,France,"Agriculture, forestry and fishing",105.017,GVA
2010.25,France,"Agriculture, forestry and fishing",103.876,GVA
2010.5,France,"Agriculture, forestry and fishing",104.44,GVA
2010.75,France,"Agriculture, forestry and fishing",106.431,GVA
2011.0,France,"Agriculture, forestry and fishing",109.15,GVA
2011.25,France,"Agriculture, forestry and fishing",110.371,GVA
2011.5,France,"Agriculture, forestry and fishing",110.642,GVA
2011.75,France,"Agriculture, forestry and fishing",108.253,GVA
2012.0,France,"Agriculture, forestry and fishing",104.394,GVA
2012.25,France,"Agriculture, forestry and fishing",101.187,GVA
2012.5,France,"Agriculture, forestry and fishing",98.395,GVA
2012.75,France,"Agriculture, forestry and fishing",96.795,GVA
2013.0,France,"Agriculture, forestry and fishing",95.99,GVA
2013.25,France,"Agriculture, forestry and fishing",96.448,GVA
2013.5,France,"Agriculture, forestry and fishing",98.765,GVA
2013.75,France,"Agriculture, forestry and fishing",102.38,GVA
2014.0,France,"Agriculture, forestry and fishing",107.824,GVA
2014.25,France,"Agriculture, forestry and fishing",112.394,GVA
2014.5,France,"Agriculture, forestry and fishing",115.365,GVA
2014.75,France,"Agriculture, forestry and fishing",116.7,GVA
2015.0,France,"Agriculture, forestry and fishing",116.833,GVA
2015.25,France,"Agriculture, forestry and fishing",115.505,GVA
2015.5,France,"Agriculture, forestry and fishing",112.171,GVA
2015.75,France,"Agriculture, forestry and fishing",107.17,GVA
2016.0,France,"Agriculture, forestry and fishing",101.389,GVA
2016.25,France,"Agriculture, forestry and fishing",97.46,GVA
2016.5,France,"Agriculture, forestry and fishing",96.495,GVA
2016.75,France,"Agriculture, forestry and fishing",98.033,GVA
2017.0,France,"Agriculture, forestry and fishing",101.786,GVA
2017.25,France,"Agriculture, forestry and fishing",105.294,GVA
2017.5,France,"Agriculture, forestry and fishing",108.063,GVA
2017.75,France,"Agriculture, forestry and fishing",109.666,GVA
2018.0,France,"Agriculture, forestry and fishing",110.285,GVA
2018.25,France,"Agriculture, forestry and fishing",110.543,GVA
2018.5,France,"Agriculture, forestry and fishing",110.117,GVA
2018.75,France,"Agriculture, forestry and fishing",109.794,GVA
2019.0,France,"Agriculture, forestry and fishing",109.327,GVA
2019.25,France,"Agriculture, forestry and fishing",108.599,GVA
2019.5,France,"Agriculture, forestry and fishing",107.039,GVA
2019.75,France,"Agriculture, forestry and fishing",105.338,GVA
2020.0,France,"Agriculture, forestry and fishing",103.305,GVA
2020.25,France,"Agriculture, forestry and fishing",100.937,GVA
2020.5,France,"Agriculture, forestry and fishing",99.0,GVA
2020.75,France,"Agriculture, forestry and fishing",96.758,GVA
2021.0,France,"Agriculture, forestry and fishing",95.124,GVA
2021.25,France,"Agriculture, forestry and fishing",94.38,GVA
2021.5,France,"Agriculture, forestry and fishing",94.94,GVA
2021.75,France,"Agriculture, forestry and fishing",96.201,GVA
2022.0,France,"Agriculture, forestry and fishing",98.415,GVA
2022.25,France,"Agriculture, forestry and fishing",100.445,GVA
2022.5,France,"Agriculture, forestry and fishing",103.226,GVA
2022.75,France,"Agriculture, forestry and fishing",106.194,GVA
2023.0,France,"Agriculture, forestry and fishing",108.18,GVA
2023.25,France,"Agriculture, forestry and fishing",109.139,GVA
2023.5,France,"Agriculture, forestry and fishing",107.446,GVA
2023.75,France,"Agriculture, forestry and fishing",103.511,GVA
2024.0,France,"Agriculture, forestry and fishing",98.512,GVA
2024.25,France,"Agriculture, forestry and fishing",94.416,GVA
2024.5,France,"Agriculture, forestry and fishing",92.231,GVA
2024.75,France,"Agriculture, forestry and fishing",92.031,GVA
1997.0,Ireland,"Agriculture, forestry and fishing",80.612,GVA
1997.25,Ireland,"Agriculture, forestry and fishing",81.402,GVA
1997.5,Ireland,"Agriculture, forestry and fishing",76.004,GVA
1997.75,Ireland,"Agriculture, forestry and fishing",74.145,GVA
1998.0,Ireland,"Agriculture, forestry and fishing",86.685,GVA
1998.25,Ireland,"Agriculture, forestry and fishing",76.954,GVA
1998.5,Ireland,"Agriculture, forestry and fishing",73.439,GVA
1998.75,Ireland,"Agriculture, forestry and fishing",76.027,GVA
1999.0,Ireland,"Agriculture, forestry and fishing",70.175,GVA
1999.25,Ireland,"Agriculture, forestry and fishing",64.918,GVA
1999.5,Ireland,"Agriculture, forestry and fishing",68.233,GVA
1999.75,Ireland,"Agriculture, forestry and fishing",68.929,GVA
2000.0,Ireland,"Agriculture, forestry and fishing",69.416,GVA
2000.25,Ireland,"Agriculture, forestry and fishing",69.17,GVA
2000.5,Ireland,"Agriculture, forestry and fishing",69.254,GVA
2000.75,Ireland,"Agriculture, forestry and fishing",66.985,GVA
2001.0,Ireland,"Agriculture, forestry and fishing",62.442,GVA
2001.25,Ireland,"Agriculture, forestry and fishing",62.199,GVA
2001.5,Ireland,"Agriculture, forestry and fishing",58.166,GVA
2001.75,Ireland,"Agriculture, forestry and fishing",58.158,GVA
2002.0,Ireland,"Agriculture, forestry and fishing",57.388,GVA
2002.25,Ireland,"Agriculture, forestry and fishing",60.106,GVA
2002.5,Ireland,"Agriculture, forestry and fishing",61.907,GVA
2002.75,Ireland,"Agriculture, forestry and fishing",61.48,GVA
2003.0,Ireland,"Agriculture, forestry and fishing",61.946,GVA
2003.25,Ireland,"Agriculture, forestry and fishing",59.959,GVA
2003.5,Ireland,"Agriculture, forestry and fishing",65.935,GVA
2003.75,Ireland,"Agriculture, forestry and fishing",65.334,GVA
2004.0,Ireland,"Agriculture, forestry and fishing",77.03,GVA
2004.25,Ireland,"Agriculture, forestry and fishing",76.854,GVA
2004.5,Ireland,"Agriculture, forestry and fishing",78.128,GVA
2004.75,Ireland,"Agriculture, forestry and fishing",70.859,GVA
2005.0,Ireland,"Agriculture, forestry and fishing",63.224,GVA
2005.25,Ireland,"Agriculture, forestry and fishing",62.929,GVA
